"id","state","estimated_population_2019","confirmed","date","deaths","update_source"
3707,"ES",4018650,4242,"2020-05-08",165,"Secretaria Estadual de Saúde"
3708,"RJ",17264943,15741,"2020-05-08",1503,"Secretaria Estadual de Saúde"
3709,"RO",1777225,1222,"2020-05-08",39,"Secretaria Estadual de Saúde"
3710,"PR",11433957,1734,"2020-05-08",109,"Secretaria Estadual de Saúde"
3711,"SC",7164788,3205,"2020-05-08",63,"Secretaria Estadual de Saúde"
3712,"RS",11377239,2493,"2020-05-08",95,"Secretaria Estadual de Saúde"
3713,"MS",2778986,326,"2020-05-08",11,"Secretaria Estadual de Saúde"
3714,"MT",3484466,464,"2020-05-08",15,"Secretaria Estadual de Saúde"
3715,"GO",7018354,1053,"2020-05-08",49,"Secretaria Estadual de Saúde"
3716,"DF",3015268,2442,"2020-05-08",37,"Secretaria Estadual de Saúde"
3717,"SP",45919049,44411,"2020-05-09",3608,"Secretaria Estadual de Saúde"
3718,"AC",881935,1335,"2020-05-09",40,"Secretaria Estadual de Saúde"
3719,"AM",4144597,11925,"2020-05-09",962,"Secretaria Estadual de Saúde"
3720,"RR",605761,1202,"2020-05-09",18,"Secretaria Estadual de Saúde"
3721,"PA",8602865,7018,"2020-05-09",610,"Secretaria Estadual de Saúde"
2963,"RS",11377239,640,"2020-04-10",15,"Secretaria Estadual de Saúde"
2964,"MS",2778986,97,"2020-04-10",2,"Secretaria Estadual de Saúde"
2965,"MT",3484466,112,"2020-04-10",2,"Secretaria Estadual de Saúde"
2966,"GO",7018354,191,"2020-04-10",8,"Secretaria Estadual de Saúde"
2967,"DF",3015268,556,"2020-04-10",14,"Secretaria Estadual de Saúde"
2968,"SP",45919049,8419,"2020-04-11",560,"Secretaria Estadual de Saúde"
2969,"AC",881935,72,"2020-04-11",2,"Secretaria Estadual de Saúde"
2970,"AM",4144597,1049,"2020-04-11",53,"Secretaria Estadual de Saúde"
2971,"RR",605761,79,"2020-04-11",3,"Secretaria Estadual de Saúde"
2972,"PA",8602865,237,"2020-04-11",11,"Secretaria Estadual de Saúde"
2973,"AP",845731,193,"2020-04-11",5,"Secretaria Estadual de Saúde"
2974,"TO",1572866,25,"2020-04-11",0,"Secretaria Estadual de Saúde"
2975,"MA",7075181,398,"2020-04-11",24,"Secretaria Estadual de Saúde"
2976,"PI",3273227,44,"2020-04-11",7,"Secretaria Estadual de Saúde"
2977,"CE",9132078,1668,"2020-04-11",74,"Secretaria Estadual de Saúde"
2978,"RN",3506853,289,"2020-04-11",13,"Secretaria Estadual de Saúde"
2979,"PB",4018127,101,"2020-04-11",13,"Secretaria Estadual de Saúde"
2980,"PE",9557071,816,"2020-04-11",72,"Secretaria Estadual de Saúde"
2981,"AL",3337357,48,"2020-04-11",3,"Secretaria Estadual de Saúde"
2982,"SE",2298696,44,"2020-04-11",4,"Secretaria Estadual de Saúde"
2983,"BA",14873064,640,"2020-04-11",21,"Secretaria Estadual de Saúde"
2984,"MG",21168791,750,"2020-04-11",17,"Secretaria Estadual de Saúde"
2985,"ES",4018650,383,"2020-04-11",9,"Secretaria Estadual de Saúde"
2986,"RJ",17264943,2607,"2020-04-11",155,"Secretaria Estadual de Saúde"
2987,"RO",1777225,34,"2020-04-11",2,"Secretaria Estadual de Saúde"
2988,"PR",11433957,688,"2020-04-11",27,"Secretaria Estadual de Saúde"
2989,"SC",7164788,732,"2020-04-11",21,"Secretaria Estadual de Saúde"
2990,"RS",11377239,653,"2020-04-11",16,"Secretaria Estadual de Saúde"
2991,"MS",2778986,100,"2020-04-11",2,"Secretaria Estadual de Saúde"
2992,"MT",3484466,121,"2020-04-11",3,"Secretaria Estadual de Saúde"
2993,"GO",7018354,209,"2020-04-11",10,"Secretaria Estadual de Saúde"
2994,"DF",3015268,592,"2020-04-11",14,"Secretaria Estadual de Saúde"
2995,"SP",45919049,8755,"2020-04-12",588,"Secretaria Estadual de Saúde"
2996,"AC",881935,77,"2020-04-12",2,"Secretaria Estadual de Saúde"
2997,"AM",4144597,1206,"2020-04-12",62,"Secretaria Estadual de Saúde"
2998,"RR",605761,83,"2020-04-12",3,"Secretaria Estadual de Saúde"
2999,"PA",8602865,259,"2020-04-12",14,"Secretaria Estadual de Saúde"
3000,"AP",845731,237,"2020-04-12",5,"Secretaria Estadual de Saúde"
3001,"TO",1572866,26,"2020-04-12",0,"Secretaria Estadual de Saúde"
3002,"MA",7075181,445,"2020-04-12",27,"Secretaria Estadual de Saúde"
3003,"PI",3273227,51,"2020-04-12",7,"Secretaria Estadual de Saúde"
3004,"CE",9132078,1747,"2020-04-12",76,"Secretaria Estadual de Saúde"
3005,"RN",3506853,339,"2020-04-12",17,"Secretaria Estadual de Saúde"
3006,"PB",4018127,111,"2020-04-12",13,"Secretaria Estadual de Saúde"
3007,"PE",9557071,960,"2020-04-12",85,"Secretaria Estadual de Saúde"
3008,"AL",3337357,48,"2020-04-12",3,"Secretaria Estadual de Saúde"
3009,"BA",14873064,674,"2020-04-12",21,"Secretaria Estadual de Saúde"
3010,"MG",21168791,806,"2020-04-12",20,"Secretaria Estadual de Saúde"
3011,"ES",4018650,430,"2020-04-12",14,"Secretaria Estadual de Saúde"
3012,"RJ",17264943,2855,"2020-04-12",170,"Secretaria Estadual de Saúde"
3013,"RO",1777225,42,"2020-04-12",2,"Secretaria Estadual de Saúde"
3014,"PR",11433957,750,"2020-04-12",31,"Secretaria Estadual de Saúde"
3015,"SC",7164788,776,"2020-04-12",24,"Secretaria Estadual de Saúde"
3016,"RS",11377239,664,"2020-04-12",16,"Secretaria Estadual de Saúde"
3017,"MS",2778986,101,"2020-04-12",2,"Secretaria Estadual de Saúde"
3018,"MT",3484466,123,"2020-04-12",3,"Secretaria Estadual de Saúde"
3019,"GO",7018354,229,"2020-04-12",14,"Secretaria Estadual de Saúde"
3020,"DF",3015268,618,"2020-04-12",14,"Secretaria Estadual de Saúde"
3021,"SP",45919049,8895,"2020-04-13",608,"Secretaria Estadual de Saúde"
3022,"AC",881935,90,"2020-04-13",3,"Secretaria Estadual de Saúde"
3023,"AM",4144597,1275,"2020-04-13",71,"Secretaria Estadual de Saúde"
3024,"RR",605761,113,"2020-04-13",3,"Secretaria Estadual de Saúde"
3025,"PA",8602865,310,"2020-04-13",14,"Secretaria Estadual de Saúde"
3026,"AP",845731,244,"2020-04-13",6,"Secretaria Estadual de Saúde"
3027,"TO",1572866,26,"2020-04-13",0,"Secretaria Estadual de Saúde"
3028,"MA",7075181,478,"2020-04-13",32,"Secretaria Estadual de Saúde"
3029,"PI",3273227,58,"2020-04-13",8,"Secretaria Estadual de Saúde"
3030,"CE",9132078,1935,"2020-04-13",101,"Secretaria Estadual de Saúde"
3031,"RN",3506853,376,"2020-04-13",18,"Secretaria Estadual de Saúde"
3032,"PB",4018127,136,"2020-04-13",16,"Secretaria Estadual de Saúde"
3033,"PE",9557071,1154,"2020-04-13",102,"Secretaria Estadual de Saúde"
3034,"AL",3337357,58,"2020-04-13",4,"Secretaria Estadual de Saúde"
3035,"SE",2298696,45,"2020-04-13",4,"Secretaria Estadual de Saúde"
3036,"BA",14873064,723,"2020-04-13",22,"Secretaria Estadual de Saúde"
3037,"MG",21168791,815,"2020-04-13",23,"Secretaria Estadual de Saúde"
3038,"ES",4018650,463,"2020-04-13",17,"Secretaria Estadual de Saúde"
3039,"RJ",17264943,3221,"2020-04-13",182,"Secretaria Estadual de Saúde"
3040,"PR",11433957,768,"2020-04-13",33,"Secretaria Estadual de Saúde"
3041,"SC",7164788,826,"2020-04-13",26,"Secretaria Estadual de Saúde"
3042,"RS",11377239,685,"2020-04-13",17,"Secretaria Estadual de Saúde"
3043,"MS",2778986,113,"2020-04-13",4,"Secretaria Estadual de Saúde"
3044,"MT",3484466,134,"2020-04-13",4,"Secretaria Estadual de Saúde"
3045,"GO",7018354,233,"2020-04-13",15,"Secretaria Estadual de Saúde"
3046,"DF",3015268,641,"2020-04-13",15,"Secretaria Estadual de Saúde"
3047,"SP",45919049,9371,"2020-04-14",695,"Secretaria Estadual de Saúde"
3048,"AC",881935,99,"2020-04-14",3,"Secretaria Estadual de Saúde"
3049,"AM",4144597,1484,"2020-04-14",90,"Secretaria Estadual de Saúde"
3050,"RR",605761,114,"2020-04-14",3,"Secretaria Estadual de Saúde"
3051,"PA",8602865,384,"2020-04-14",21,"Secretaria Estadual de Saúde"
3052,"AP",845731,308,"2020-04-14",7,"Secretaria Estadual de Saúde"
3053,"TO",1572866,27,"2020-04-14",0,"Secretaria Estadual de Saúde"
3054,"MA",7075181,630,"2020-04-14",34,"Secretaria Estadual de Saúde"
3055,"PI",3273227,75,"2020-04-14",8,"Secretaria Estadual de Saúde"
3056,"CE",9132078,2070,"2020-04-14",111,"Secretaria Estadual de Saúde"
3057,"RN",3506853,399,"2020-04-14",19,"Secretaria Estadual de Saúde"
3058,"PB",4018127,152,"2020-04-14",21,"Secretaria Estadual de Saúde"
3059,"PE",9557071,1284,"2020-04-14",115,"Secretaria Estadual de Saúde"
3060,"AL",3337357,72,"2020-04-14",4,"Secretaria Estadual de Saúde"
3061,"SE",2298696,46,"2020-04-14",4,"Secretaria Estadual de Saúde"
3062,"BA",14873064,776,"2020-04-14",26,"Secretaria Estadual de Saúde"
3063,"MG",21168791,884,"2020-04-14",27,"Secretaria Estadual de Saúde"
3064,"ES",4018650,557,"2020-04-14",18,"Secretaria Estadual de Saúde"
3065,"RJ",17264943,3410,"2020-04-14",224,"Secretaria Estadual de Saúde"
3066,"RO",1777225,69,"2020-04-14",2,"Secretaria Estadual de Saúde"
3067,"PR",11433957,803,"2020-04-14",39,"Secretaria Estadual de Saúde"
3068,"SC",7164788,853,"2020-04-14",28,"Secretaria Estadual de Saúde"
3069,"RS",11377239,720,"2020-04-14",18,"Secretaria Estadual de Saúde"
3070,"MS",2778986,115,"2020-04-14",4,"Secretaria Estadual de Saúde"
3071,"MT",3484466,138,"2020-04-14",4,"Secretaria Estadual de Saúde"
3072,"GO",7018354,284,"2020-04-14",15,"Secretaria Estadual de Saúde"
3073,"DF",3015268,651,"2020-04-14",17,"Secretaria Estadual de Saúde"
3074,"SP",45919049,11043,"2020-04-15",778,"Secretaria Estadual de Saúde"
3075,"AC",881935,101,"2020-04-15",4,"Secretaria Estadual de Saúde"
3076,"AM",4144597,1554,"2020-04-15",106,"Secretaria Estadual de Saúde"
3077,"RR",605761,142,"2020-04-15",3,"Secretaria Estadual de Saúde"
3078,"PA",8602865,487,"2020-04-15",21,"Secretaria Estadual de Saúde"
3079,"AP",845731,342,"2020-04-15",7,"Secretaria Estadual de Saúde"
3080,"TO",1572866,29,"2020-04-15",1,"Secretaria Estadual de Saúde"
3081,"MA",7075181,695,"2020-04-15",37,"Secretaria Estadual de Saúde"
3082,"PI",3273227,91,"2020-04-15",8,"Secretaria Estadual de Saúde"
3083,"CE",9132078,2291,"2020-04-15",124,"Secretaria Estadual de Saúde"
3084,"RN",3506853,400,"2020-04-15",20,"Secretaria Estadual de Saúde"
3085,"PB",4018127,165,"2020-04-15",24,"Secretaria Estadual de Saúde"
3086,"PE",9557071,1484,"2020-04-15",143,"Secretaria Estadual de Saúde"
3087,"AL",3337357,83,"2020-04-15",5,"Secretaria Estadual de Saúde"
3088,"SE",2298696,48,"2020-04-15",4,"Secretaria Estadual de Saúde"
3089,"BA",14873064,884,"2020-04-15",28,"Secretaria Estadual de Saúde"
3090,"MG",21168791,903,"2020-04-15",30,"Secretaria Estadual de Saúde"
3091,"ES",4018650,734,"2020-04-15",21,"Secretaria Estadual de Saúde"
3092,"RJ",17264943,3743,"2020-04-15",265,"Secretaria Estadual de Saúde"
3722,"AP",845731,2493,"2020-05-09",69,"Secretaria Estadual de Saúde"
3723,"TO",1572866,688,"2020-05-09",11,"Secretaria Estadual de Saúde"
3724,"MA",7075181,7599,"2020-05-09",379,"Secretaria Estadual de Saúde"
3725,"PI",3273227,1278,"2020-05-09",42,"Secretaria Estadual de Saúde"
3726,"CE",9132078,15879,"2020-05-09",1062,"Secretaria Estadual de Saúde"
3727,"PB",4018127,2156,"2020-05-09",124,"Secretaria Estadual de Saúde"
3728,"PE",9557071,12470,"2020-05-09",972,"Secretaria Estadual de Saúde"
3729,"AL",3337357,2170,"2020-05-09",114,"Secretaria Estadual de Saúde"
3730,"SE",2298696,1588,"2020-05-09",33,"Secretaria Estadual de Saúde"
3731,"BA",14873064,5174,"2020-05-09",196,"Secretaria Estadual de Saúde"
3732,"MG",21168791,3123,"2020-05-09",118,"Secretaria Estadual de Saúde"
3733,"ES",4018650,4412,"2020-05-09",172,"Secretaria Estadual de Saúde"
3734,"RJ",17264943,16929,"2020-05-09",1653,"Secretaria Estadual de Saúde"
3735,"RO",1777225,1263,"2020-05-09",41,"Secretaria Estadual de Saúde"
3736,"PR",11433957,1809,"2020-05-09",110,"Secretaria Estadual de Saúde"
3737,"SC",7164788,3372,"2020-05-09",64,"Secretaria Estadual de Saúde"
3738,"RS",11377239,2542,"2020-05-09",97,"Secretaria Estadual de Saúde"
3739,"MS",2778986,346,"2020-05-09",11,"Secretaria Estadual de Saúde"
3740,"MT",3484466,502,"2020-05-09",16,"Secretaria Estadual de Saúde"
3741,"GO",7018354,1069,"2020-05-09",47,"Secretaria Estadual de Saúde"
3742,"DF",3015268,2576,"2020-05-09",39,"Secretaria Estadual de Saúde"
3743,"SP",45919049,45444,"2020-05-10",3709,"Secretaria Estadual de Saúde"
3744,"AC",881935,1447,"2020-05-10",41,"Secretaria Estadual de Saúde"
3745,"AM",4144597,12599,"2020-05-10",1004,"Secretaria Estadual de Saúde"
3746,"RR",605761,1290,"2020-05-10",21,"Secretaria Estadual de Saúde"
3747,"PA",8602865,7348,"2020-05-10",672,"Secretaria Estadual de Saúde"
3748,"AP",845731,2613,"2020-05-10",72,"Secretaria Estadual de Saúde"
3093,"RO",1777225,73,"2020-04-15",2,"Secretaria Estadual de Saúde"
3094,"PR",11433957,816,"2020-04-15",41,"Secretaria Estadual de Saúde"
3095,"SC",7164788,884,"2020-04-15",29,"Secretaria Estadual de Saúde"
3096,"RS",11377239,762,"2020-04-15",19,"Secretaria Estadual de Saúde"
3097,"MS",2778986,121,"2020-04-15",4,"Secretaria Estadual de Saúde"
3098,"MT",3484466,151,"2020-04-15",4,"Secretaria Estadual de Saúde"
3099,"GO",7018354,304,"2020-04-15",15,"Secretaria Estadual de Saúde"
3100,"DF",3015268,688,"2020-04-15",17,"Secretaria Estadual de Saúde"
3101,"SP",45919049,11568,"2020-04-16",853,"Secretaria Estadual de Saúde"
3102,"AC",881935,115,"2020-04-16",5,"Secretaria Estadual de Saúde"
3103,"AM",4144597,1719,"2020-04-16",124,"Secretaria Estadual de Saúde"
3104,"RR",605761,164,"2020-04-16",3,"Secretaria Estadual de Saúde"
3105,"PA",8602865,557,"2020-04-16",26,"Secretaria Estadual de Saúde"
3106,"AP",845731,362,"2020-04-16",10,"Secretaria Estadual de Saúde"
3107,"TO",1572866,31,"2020-04-16",1,"Secretaria Estadual de Saúde"
3108,"MA",7075181,797,"2020-04-16",40,"Secretaria Estadual de Saúde"
3109,"PI",3273227,102,"2020-04-16",8,"Secretaria Estadual de Saúde"
3110,"CE",9132078,2412,"2020-04-16",135,"Secretaria Estadual de Saúde"
3111,"RN",3506853,463,"2020-04-16",23,"Secretaria Estadual de Saúde"
3112,"PB",4018127,195,"2020-04-16",26,"Secretaria Estadual de Saúde"
3113,"PE",9557071,1683,"2020-04-16",160,"Secretaria Estadual de Saúde"
3114,"AL",3337357,89,"2020-04-16",5,"Secretaria Estadual de Saúde"
3115,"SE",2298696,53,"2020-04-16",4,"Secretaria Estadual de Saúde"
3116,"BA",14873064,967,"2020-04-16",34,"Secretaria Estadual de Saúde"
3117,"MG",21168791,958,"2020-04-16",33,"Secretaria Estadual de Saúde"
3118,"ES",4018650,935,"2020-04-16",28,"Secretaria Estadual de Saúde"
3119,"RJ",17264943,3944,"2020-04-16",301,"Secretaria Estadual de Saúde"
3120,"RO",1777225,92,"2020-04-16",3,"Secretaria Estadual de Saúde"
3121,"PR",11433957,845,"2020-04-16",43,"Secretaria Estadual de Saúde"
3122,"SC",7164788,926,"2020-04-16",30,"Secretaria Estadual de Saúde"
3123,"RS",11377239,792,"2020-04-16",21,"Secretaria Estadual de Saúde"
3124,"MS",2778986,131,"2020-04-16",5,"Secretaria Estadual de Saúde"
3125,"MT",3484466,156,"2020-04-16",5,"Secretaria Estadual de Saúde"
3126,"GO",7018354,318,"2020-04-16",16,"Secretaria Estadual de Saúde"
3127,"DF",3015268,727,"2020-04-16",20,"Secretaria Estadual de Saúde"
3128,"SP",45919049,12841,"2020-04-17",928,"Secretaria Estadual de Saúde"
3129,"AC",881935,135,"2020-04-17",5,"Secretaria Estadual de Saúde"
3130,"AM",4144597,1809,"2020-04-17",145,"Secretaria Estadual de Saúde"
3131,"RR",605761,201,"2020-04-17",3,"Secretaria Estadual de Saúde"
3132,"PA",8602865,627,"2020-04-17",32,"Secretaria Estadual de Saúde"
3133,"AP",845731,375,"2020-04-17",10,"Secretaria Estadual de Saúde"
3134,"TO",1572866,32,"2020-04-17",1,"Secretaria Estadual de Saúde"
3135,"MA",7075181,1040,"2020-04-17",44,"Secretaria Estadual de Saúde"
3136,"PI",3273227,123,"2020-04-17",9,"Secretaria Estadual de Saúde"
3137,"CE",9132078,2747,"2020-04-17",155,"Secretaria Estadual de Saúde"
3138,"RN",3506853,516,"2020-04-17",24,"Secretaria Estadual de Saúde"
3139,"PB",4018127,205,"2020-04-17",28,"Secretaria Estadual de Saúde"
3140,"PE",9557071,2006,"2020-04-17",186,"Secretaria Estadual de Saúde"
3141,"AL",3337357,110,"2020-04-17",7,"Secretaria Estadual de Saúde"
3142,"SE",2298696,58,"2020-04-17",4,"Secretaria Estadual de Saúde"
3143,"BA",14873064,1064,"2020-04-17",36,"Secretaria Estadual de Saúde"
3144,"MG",21168791,1021,"2020-04-17",35,"Secretaria Estadual de Saúde"
3145,"ES",4018650,952,"2020-04-17",28,"Secretaria Estadual de Saúde"
3146,"RJ",17264943,4349,"2020-04-17",341,"Secretaria Estadual de Saúde"
3147,"RO",1777225,110,"2020-04-17",3,"Secretaria Estadual de Saúde"
3148,"PR",11433957,887,"2020-04-17",44,"Secretaria Estadual de Saúde"
3149,"SC",7164788,962,"2020-04-17",31,"Secretaria Estadual de Saúde"
3150,"RS",11377239,831,"2020-04-17",24,"Secretaria Estadual de Saúde"
3151,"MS",2778986,143,"2020-04-17",5,"Secretaria Estadual de Saúde"
3152,"MT",3484466,162,"2020-04-17",5,"Secretaria Estadual de Saúde"
3153,"GO",7018354,335,"2020-04-17",16,"Secretaria Estadual de Saúde"
3154,"DF",3015268,756,"2020-04-17",24,"Secretaria Estadual de Saúde"
3155,"SP",45919049,13894,"2020-04-18",991,"Secretaria Estadual de Saúde"
3156,"AC",881935,142,"2020-04-18",6,"Secretaria Estadual de Saúde"
3157,"AM",4144597,1897,"2020-04-18",161,"Secretaria Estadual de Saúde"
3158,"RR",605761,222,"2020-04-18",3,"Secretaria Estadual de Saúde"
3159,"PA",8602865,641,"2020-04-18",33,"Secretaria Estadual de Saúde"
3160,"AP",845731,400,"2020-04-18",10,"Secretaria Estadual de Saúde"
3161,"TO",1572866,33,"2020-04-18",1,"Secretaria Estadual de Saúde"
3162,"MA",7075181,1205,"2020-04-18",48,"Secretaria Estadual de Saúde"
3163,"PI",3273227,144,"2020-04-18",10,"Secretaria Estadual de Saúde"
3164,"CE",9132078,3062,"2020-04-18",180,"Secretaria Estadual de Saúde"
3165,"RN",3506853,561,"2020-04-18",26,"Secretaria Estadual de Saúde"
3166,"PB",4018127,236,"2020-04-18",29,"Secretaria Estadual de Saúde"
3167,"PE",9557071,2193,"2020-04-18",205,"Secretaria Estadual de Saúde"
3168,"AL",3337357,132,"2020-04-18",10,"Secretaria Estadual de Saúde"
3169,"SE",2298696,71,"2020-04-18",5,"Secretaria Estadual de Saúde"
3170,"BA",14873064,1200,"2020-04-18",40,"Secretaria Estadual de Saúde"
3171,"MG",21168791,1077,"2020-04-18",39,"Secretaria Estadual de Saúde"
3172,"ES",4018650,1099,"2020-04-18",30,"Secretaria Estadual de Saúde"
3173,"RJ",17264943,4543,"2020-04-18",387,"Secretaria Estadual de Saúde"
3174,"RO",1777225,128,"2020-04-18",4,"Secretaria Estadual de Saúde"
3175,"PR",11433957,960,"2020-04-18",49,"Secretaria Estadual de Saúde"
3176,"SC",7164788,975,"2020-04-18",32,"Secretaria Estadual de Saúde"
3177,"RS",11377239,854,"2020-04-18",24,"Secretaria Estadual de Saúde"
3178,"MS",2778986,161,"2020-04-18",5,"Secretaria Estadual de Saúde"
3179,"MT",3484466,171,"2020-04-18",5,"Secretaria Estadual de Saúde"
3180,"GO",7018354,378,"2020-04-18",18,"Secretaria Estadual de Saúde"
3181,"DF",3015268,796,"2020-04-18",24,"Secretaria Estadual de Saúde"
3182,"SP",45919049,14267,"2020-04-19",1015,"Secretaria Estadual de Saúde"
3183,"AC",881935,163,"2020-04-19",6,"Secretaria Estadual de Saúde"
3184,"AM",4144597,2044,"2020-04-19",182,"Secretaria Estadual de Saúde"
3185,"RR",605761,244,"2020-04-19",3,"Secretaria Estadual de Saúde"
3186,"PA",8602865,685,"2020-04-19",34,"Secretaria Estadual de Saúde"
3187,"AP",845731,416,"2020-04-19",11,"Secretaria Estadual de Saúde"
3188,"TO",1572866,34,"2020-04-19",1,"Secretaria Estadual de Saúde"
3189,"MA",7075181,1320,"2020-04-19",54,"Secretaria Estadual de Saúde"
3190,"PI",3273227,158,"2020-04-19",12,"Secretaria Estadual de Saúde"
3191,"CE",9132078,3306,"2020-04-19",189,"Secretaria Estadual de Saúde"
3192,"RN",3506853,595,"2020-04-19",27,"Secretaria Estadual de Saúde"
3193,"PB",4018127,245,"2020-04-19",32,"Secretaria Estadual de Saúde"
3194,"PE",9557071,2459,"2020-04-19",216,"Secretaria Estadual de Saúde"
3195,"AL",3337357,159,"2020-04-19",15,"Secretaria Estadual de Saúde"
3196,"SE",2298696,86,"2020-04-19",5,"Secretaria Estadual de Saúde"
3197,"BA",14873064,1249,"2020-04-19",45,"Secretaria Estadual de Saúde"
3198,"MG",21168791,1154,"2020-04-19",39,"Secretaria Estadual de Saúde"
3199,"ES",4018650,1195,"2020-04-19",34,"Secretaria Estadual de Saúde"
3200,"RJ",17264943,4675,"2020-04-19",402,"Secretaria Estadual de Saúde"
3201,"RO",1777225,160,"2020-04-19",4,"Secretaria Estadual de Saúde"
3202,"PR",11433957,1002,"2020-04-19",52,"Secretaria Estadual de Saúde"
3203,"SC",7164788,1025,"2020-04-19",35,"Secretaria Estadual de Saúde"
3204,"RS",11377239,869,"2020-04-19",26,"Secretaria Estadual de Saúde"
3205,"MS",2778986,168,"2020-04-19",5,"Secretaria Estadual de Saúde"
3206,"MT",3484466,174,"2020-04-19",5,"Secretaria Estadual de Saúde"
3207,"GO",7018354,393,"2020-04-19",18,"Secretaria Estadual de Saúde"
3208,"DF",3015268,860,"2020-04-19",24,"Secretaria Estadual de Saúde"
3209,"SP",45919049,14580,"2020-04-20",1037,"Secretaria Estadual de Saúde"
3210,"AC",881935,176,"2020-04-20",8,"Secretaria Estadual de Saúde"
3211,"AM",4144597,2160,"2020-04-20",185,"Secretaria Estadual de Saúde"
3212,"RR",605761,247,"2020-04-20",3,"Secretaria Estadual de Saúde"
3213,"PA",8602865,902,"2020-04-20",35,"Secretaria Estadual de Saúde"
3214,"AP",845731,435,"2020-04-20",13,"Secretaria Estadual de Saúde"
3215,"TO",1572866,35,"2020-04-20",2,"Secretaria Estadual de Saúde"
3216,"MA",7075181,1396,"2020-04-20",60,"Secretaria Estadual de Saúde"
3217,"PI",3273227,186,"2020-04-20",14,"Secretaria Estadual de Saúde"
3218,"CE",9132078,3485,"2020-04-20",206,"Secretaria Estadual de Saúde"
3219,"RN",3506853,608,"2020-04-20",28,"Secretaria Estadual de Saúde"
3220,"PB",4018127,263,"2020-04-20",33,"Secretaria Estadual de Saúde"
3221,"PE",9557071,2690,"2020-04-20",234,"Secretaria Estadual de Saúde"
3222,"AL",3337357,171,"2020-04-20",18,"Secretaria Estadual de Saúde"
3223,"SE",2298696,92,"2020-04-20",5,"Secretaria Estadual de Saúde"
3224,"BA",14873064,1377,"2020-04-20",47,"Secretaria Estadual de Saúde"
3225,"MG",21168791,1189,"2020-04-20",41,"Secretaria Estadual de Saúde"
3226,"ES",4018650,1212,"2020-04-20",34,"Secretaria Estadual de Saúde"
3227,"RJ",17264943,4899,"2020-04-20",422,"Secretaria Estadual de Saúde"
3228,"RO",1777225,199,"2020-04-20",4,"Secretaria Estadual de Saúde"
3229,"PR",11433957,1022,"2020-04-20",53,"Secretaria Estadual de Saúde"
3230,"SC",7164788,1063,"2020-04-20",35,"Secretaria Estadual de Saúde"
3231,"RS",11377239,904,"2020-04-20",27,"Secretaria Estadual de Saúde"
3232,"MS",2778986,171,"2020-04-20",5,"Secretaria Estadual de Saúde"
3233,"MT",3484466,181,"2020-04-20",6,"Secretaria Estadual de Saúde"
3234,"GO",7018354,403,"2020-04-20",19,"Secretaria Estadual de Saúde"
3235,"DF",3015268,875,"2020-04-20",24,"Secretaria Estadual de Saúde"
3236,"SP",45919049,15385,"2020-04-21",1093,"Secretaria Estadual de Saúde"
3237,"AC",881935,195,"2020-04-21",8,"Secretaria Estadual de Saúde"
3749,"TO",1572866,747,"2020-05-10",12,"Secretaria Estadual de Saúde"
3750,"MA",7075181,8144,"2020-05-10",399,"Secretaria Estadual de Saúde"
3751,"PI",3273227,1332,"2020-05-10",45,"Secretaria Estadual de Saúde"
3752,"CE",9132078,16692,"2020-05-10",1114,"Secretaria Estadual de Saúde"
3753,"RN",3506853,1930,"2020-05-10",87,"Secretaria Estadual de Saúde"
3754,"PB",4018127,2341,"2020-05-10",135,"Secretaria Estadual de Saúde"
3755,"PE",9557071,13275,"2020-05-10",1047,"Secretaria Estadual de Saúde"
3756,"AL",3337357,2258,"2020-05-10",126,"Secretaria Estadual de Saúde"
3757,"SE",2298696,1771,"2020-05-10",34,"Secretaria Estadual de Saúde"
3758,"BA",14873064,5558,"2020-05-10",202,"Secretaria Estadual de Saúde"
3759,"MG",21168791,3237,"2020-05-10",119,"Secretaria Estadual de Saúde"
3760,"ES",4018650,4599,"2020-05-10",181,"Secretaria Estadual de Saúde"
3238,"AM",4144597,2270,"2020-04-21",193,"Secretaria Estadual de Saúde"
3239,"RR",605761,280,"2020-04-21",3,"Secretaria Estadual de Saúde"
3240,"PA",8602865,1026,"2020-04-21",38,"Secretaria Estadual de Saúde"
3241,"AP",845731,466,"2020-04-21",13,"Secretaria Estadual de Saúde"
3242,"TO",1572866,36,"2020-04-21",2,"Secretaria Estadual de Saúde"
3243,"MA",7075181,1604,"2020-04-21",66,"Secretaria Estadual de Saúde"
3244,"PI",3273227,206,"2020-04-21",15,"Secretaria Estadual de Saúde"
3245,"CE",9132078,3682,"2020-04-21",221,"Secretaria Estadual de Saúde"
3246,"RN",3506853,646,"2020-04-21",29,"Secretaria Estadual de Saúde"
3247,"PB",4018127,301,"2020-04-21",39,"Secretaria Estadual de Saúde"
3248,"PE",9557071,2908,"2020-04-21",260,"Secretaria Estadual de Saúde"
3249,"AL",3337357,210,"2020-04-21",19,"Secretaria Estadual de Saúde"
3250,"SE",2298696,117,"2020-04-21",7,"Secretaria Estadual de Saúde"
3251,"BA",14873064,1504,"2020-04-21",48,"Secretaria Estadual de Saúde"
3252,"MG",21168791,1230,"2020-04-21",44,"Secretaria Estadual de Saúde"
3253,"ES",4018650,1313,"2020-04-21",34,"Secretaria Estadual de Saúde"
3254,"RJ",17264943,5306,"2020-04-21",461,"Secretaria Estadual de Saúde"
